Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1657670400,32825,31308,470,117,19,0
AP,1657670400,28114,27145,131,107,10,0
EA,1657670400,0,0,0,0,0,0
EF,1657670400,67137,65638,536,125,1,0
EIC,1657670400,39644,37737,346,148,74,1
G,1657670400,30209,29327,359,140,90,1
GRZ,1657670400,34265,33235,371,56,22,0
GTH,1657670400,44908,44080,340,54,27,0
HBN,1657670400,24437,23616,418,48,19,0
IK,1657670400,40033,39083,430,80,39,0
J,1657670400,38564,36210,145,155,64,0
KYF,1657670400,22991,22205,241,27,9,0
NDH,1657670400,24855,24212,102,44,17,0
SHK,1657670400,31348,30147,222,92,28,0
SHL,1657670400,10823,10502,180,12,7,0
SLF,1657670400,36407,35506,547,38,15,0
SM,1657670400,46101,44625,667,0,60,0
SOK,1657670400,30227,29581,332,49,16,1
SOM,1657670400,23786,23309,244,33,10,0
SON,1657670400,20857,20093,286,21,22,0
UH,1657670400,36668,35452,415,65,78,0
WAK,1657670400,53494,51959,449,131,93,0
WE,1657670400,23212,22210,160,56,49,0
TH,1657670400,740905,717180,7391,1598,769,3
