Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1610582400,3758,2195,75,79,113,0
AP,1610582400,1536,1199,20,28,15,1
EA,1610582400,786,553,22,17,34,2
EF,1610582400,3657,2946,98,42,3,6
EIC,1610582400,2922,2277,88,46,47,1
G,1610582400,2507,2056,97,12,1,2
GRZ,1610582400,2917,2348,96,38,30,2
GTH,1610582400,2828,2070,96,92,52,3
HBN,1610582400,2871,2252,99,38,0,1
IK,1610582400,2613,2126,71,46,52,3
J,1610582400,2220,1680,26,40,45,2
KYF,1610582400,1499,1162,42,26,14,0
NDH,1610582400,1219,927,29,37,13,0
SHK,1610582400,2104,1491,45,65,25,0
SHL,1610582400,958,719,42,26,6,3
SLF,1610582400,3380,2529,102,94,59,7
SM,1610582400,3856,3027,127,92,52,2
SOK,1610582400,2644,2087,55,0,14,0
SOM,1610582400,1589,1271,45,23,19,3
SON,1610582400,2285,1888,94,25,27,5
UH,1610582400,3325,2078,102,47,115,4
WAK,1610582400,2901,2138,39,55,74,3
WE,1610582400,1266,1024,46,37,21,1
TH,1610582400,55641,42043,1556,1005,831,51
