Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1602115200,118,108,4,0,1,0
AP,1602115200,156,135,6,5,2,0
EA,1602115200,44,39,4,0,0,0
EF,1602115200,253,228,2,5,1,0
EIC,1602115200,184,167,11,6,0,0
G,1602115200,304,261,22,10,2,0
GRZ,1602115200,707,648,48,1,0,0
GTH,1602115200,373,335,30,5,0,0
HBN,1602115200,96,93,1,0,0,0
IK,1602115200,220,205,7,2,2,0
J,1602115200,236,209,3,9,3,0
KYF,1602115200,68,65,0,0,1,0
NDH,1602115200,76,74,2,0,0,0
SHK,1602115200,115,97,3,3,1,0
SHL,1602115200,36,31,2,0,0,0
SLF,1602115200,113,90,0,2,0,0
SM,1602115200,211,194,6,3,1,0
SOK,1602115200,212,173,12,7,6,0
SOM,1602115200,69,62,1,2,0,0
SON,1602115200,323,301,22,0,0,0
UH,1602115200,119,110,3,1,0,0
WAK,1602115200,145,131,2,0,1,0
WE,1602115200,144,126,0,1,2,0
TH,1602115200,4322,3882,191,62,23,0
