Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1598313600,80,75,4,0,0,0
AP,1598313600,84,76,4,1,0,0
EA,1598313600,36,32,4,0,0,0
EF,1598313600,169,155,2,0,1,0
EIC,1598313600,163,153,10,0,0,0
G,1598313600,271,249,22,0,3,0
GRZ,1598313600,685,629,48,0,1,0
GTH,1598313600,332,295,30,1,1,0
HBN,1598313600,90,86,1,0,2,0
IK,1598313600,158,147,6,0,0,0
J,1598313600,171,161,3,3,0,0
KYF,1598313600,62,56,0,1,1,0
NDH,1598313600,74,68,2,0,0,0
SHK,1598313600,77,71,3,0,0,0
SHL,1598313600,29,22,2,0,0,0
SLF,1598313600,78,72,0,0,0,0
SM,1598313600,194,176,5,1,5,0
SOK,1598313600,159,147,12,0,0,0
SOM,1598313600,49,45,1,0,0,0
SON,1598313600,312,288,22,0,0,0
UH,1598313600,93,90,3,0,0,0
WAK,1598313600,105,99,2,0,2,0
WE,1598313600,100,94,0,0,0,0
TH,1598313600,3571,3286,186,7,16,0
