Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1602633600,129,110,4,2,0,0
AP,1602633600,161,146,6,3,3,0
EA,1602633600,45,40,4,0,0,0
EF,1602633600,276,235,2,6,1,0
EIC,1602633600,248,167,11,16,0,0
G,1602633600,335,265,22,9,0,0
GRZ,1602633600,719,653,48,5,2,0
GTH,1602633600,395,336,30,0,0,0
HBN,1602633600,98,95,1,0,0,0
IK,1602633600,233,209,7,3,0,0
J,1602633600,254,227,4,1,4,0
KYF,1602633600,73,66,0,1,0,0
NDH,1602633600,79,74,2,1,0,0
SHK,1602633600,133,103,3,4,4,0
SHL,1602633600,39,31,2,2,0,0
SLF,1602633600,116,102,0,2,3,0
SM,1602633600,236,197,7,13,0,0
SOK,1602633600,220,184,12,2,3,0
SOM,1602633600,94,69,1,3,3,0
SON,1602633600,324,299,25,0,1,0
UH,1602633600,130,116,3,5,0,0
WAK,1602633600,155,136,2,3,1,0
WE,1602633600,144,139,0,0,4,0
TH,1602633600,4636,3999,196,81,29,0
