Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1661990400,35016,33692,482,37,30,0
AP,1661990400,29547,28904,136,14,27,0
EA,1661990400,0,0,0,0,0,0
EF,1661990400,70862,69657,546,45,54,0
EIC,1661990400,42180,41505,358,30,16,0
G,1661990400,32267,31509,372,20,32,1
GRZ,1661990400,35832,35115,383,0,22,0
GTH,1661990400,47115,46434,351,42,39,0
HBN,1661990400,25514,24904,422,16,18,0
IK,1661990400,42384,41563,435,31,30,0
J,1661990400,41283,40129,159,42,36,0
KYF,1661990400,24317,23573,242,10,23,0
NDH,1661990400,26028,25505,105,21,18,0
SHK,1661990400,33158,32310,227,31,32,0
SHL,1661990400,11399,11108,186,6,9,0
SLF,1661990400,38029,37196,557,38,11,0
SM,1661990400,49250,48104,692,44,44,1
SOK,1661990400,31591,30983,339,8,16,0
SOM,1661990400,24891,24504,248,17,16,0
SON,1661990400,21970,21231,290,20,15,0
UH,1661990400,38868,38120,417,37,20,0
WAK,1661990400,56827,55764,453,32,46,0
WE,1661990400,24515,24115,168,36,28,0
TH,1661990400,782843,765925,7568,577,582,2
