Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1620172800,6570,5604,259,42,67,0
AP,1620172800,3837,3493,68,30,22,0
EA,1620172800,1799,1584,67,17,10,1
EF,1620172800,8073,7320,238,64,77,0
EIC,1620172800,5894,5431,224,24,21,0
G,1620172800,5423,4850,185,34,25,1
GRZ,1620172800,7460,6124,186,35,111,0
GTH,1620172800,7730,7059,195,63,47,0
HBN,1620172800,4878,4337,224,42,29,1
IK,1620172800,6001,5379,197,49,48,0
J,1620172800,4123,3806,68,39,53,1
KYF,1620172800,3382,3052,129,21,14,0
NDH,1620172800,2510,2215,62,31,20,1
SHK,1620172800,4423,4025,97,44,34,0
SHL,1620172800,2065,1814,104,12,11,0
SLF,1620172800,6340,5660,266,47,31,0
SM,1620172800,9425,8679,342,46,31,0
SOK,1620172800,6200,5429,156,9,-15,0
SOM,1620172800,3800,3458,119,33,39,1
SON,1620172800,3787,2997,155,19,17,0
UH,1620172800,5867,5419,233,28,19,4
WAK,1620172800,7715,6909,226,46,36,0
WE,1620172800,2433,2200,99,15,13,0
TH,1620172800,119735,106844,3899,790,760,10
