Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1599177600,98,75,4,1,0,0
AP,1599177600,88,79,4,0,0,0
EA,1599177600,38,32,4,0,0,0
EF,1599177600,179,165,2,0,0,0
EIC,1599177600,171,156,10,0,1,0
G,1599177600,274,249,22,2,0,0
GRZ,1599177600,689,637,48,2,2,0
GTH,1599177600,338,302,30,0,1,0
HBN,1599177600,91,88,1,0,0,0
IK,1599177600,165,152,6,6,0,0
J,1599177600,181,167,3,4,0,0
KYF,1599177600,62,59,0,0,0,0
NDH,1599177600,74,71,2,0,1,0
SHK,1599177600,81,75,3,0,0,0
SHL,1599177600,31,26,2,1,0,0
SLF,1599177600,78,77,0,0,0,0
SM,1599177600,196,186,5,0,0,0
SOK,1599177600,164,147,12,0,0,0
SOM,1599177600,55,48,1,0,1,0
SON,1599177600,312,288,22,0,0,0
UH,1599177600,98,90,3,2,0,0
WAK,1599177600,108,101,2,0,0,0
WE,1599177600,105,98,0,0,0,0
TH,1599177600,3676,3368,186,18,6,0
