Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1588032000,50,36,3,2,0,0
AP,1588032000,68,55,4,1,0,0
EA,1588032000,16,12,1,0,1,0
EF,1588032000,133,121,2,0,3,0
EIC,1588032000,123,105,3,7,1,0
G,1588032000,143,72,5,4,6,0
GRZ,1588032000,403,269,24,0,9,0
GTH,1588032000,204,99,10,8,5,2
HBN,1588032000,20,15,1,0,0,0
IK,1588032000,121,103,4,0,0,0
J,1588032000,157,151,3,0,0,0
KYF,1588032000,38,35,0,1,0,0
NDH,1588032000,58,44,1,0,0,0
SHK,1588032000,56,49,1,0,0,0
SHL,1588032000,13,10,2,0,0,0
SLF,1588032000,58,54,0,0,1,0
SM,1588032000,92,63,2,1,5,0
SOK,1588032000,120,86,10,0,1,0
SOM,1588032000,36,34,0,0,1,0
SON,1588032000,88,51,2,0,0,0
UH,1588032000,72,57,2,2,1,0
WAK,1588032000,40,33,0,0,0,0
WE,1588032000,61,57,0,0,0,0
TH,1588032000,2170,1611,80,26,34,2
