Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1595116800,79,73,4,0,0,0
AP,1595116800,77,71,4,0,0,0
EA,1595116800,31,28,2,0,0,0
EF,1595116800,140,138,2,0,0,0
EIC,1595116800,162,153,9,0,0,0
G,1595116800,260,237,22,0,1,0
GRZ,1595116800,668,619,48,0,0,0
GTH,1595116800,318,284,30,0,0,0
HBN,1595116800,83,72,1,0,0,0
IK,1595116800,143,131,6,0,0,0
J,1595116800,163,158,3,0,0,0
KYF,1595116800,52,52,0,0,0,0
NDH,1595116800,67,64,2,0,0,0
SHK,1595116800,73,70,3,0,0,0
SHL,1595116800,21,19,2,0,0,0
SLF,1595116800,72,72,0,0,1,0
SM,1595116800,161,151,4,0,2,0
SOK,1595116800,150,138,12,0,0,0
SOM,1595116800,41,37,1,0,0,0
SON,1595116800,306,282,22,0,0,0
UH,1595116800,92,89,3,0,0,0
WAK,1595116800,90,86,2,0,1,0
WE,1595116800,72,69,0,0,0,0
TH,1595116800,3321,3093,182,0,5,0
