Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1592870400,75,71,4,0,0,0
AP,1592870400,74,70,4,0,0,0
EA,1592870400,30,26,2,0,0,0
EF,1592870400,139,136,2,0,0,0
EIC,1592870400,159,148,9,0,0,0
G,1592870400,254,232,19,0,1,0
GRZ,1592870400,664,591,48,0,5,0
GTH,1592870400,311,279,30,0,2,0
HBN,1592870400,70,54,1,1,0,0
IK,1592870400,135,129,6,0,0,0
J,1592870400,161,157,3,0,0,0
KYF,1592870400,52,46,0,0,1,0
NDH,1592870400,66,61,2,0,0,0
SHK,1592870400,73,69,3,0,0,0
SHL,1592870400,20,18,2,0,0,0
SLF,1592870400,72,71,0,0,0,0
SM,1592870400,148,138,4,0,1,0
SOK,1592870400,149,137,12,0,0,0
SOM,1592870400,37,36,1,0,0,0
SON,1592870400,296,252,21,0,2,0
UH,1592870400,91,85,3,0,1,0
WAK,1592870400,86,78,2,1,1,0
WE,1592870400,69,69,0,0,0,0
TH,1592870400,3231,2953,178,2,14,0
