Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1598572800,92,75,4,10,0,0
AP,1598572800,85,79,4,0,0,0
EA,1598572800,38,32,4,1,0,0
EF,1598572800,173,159,2,3,0,0
EIC,1598572800,168,153,10,0,0,0
G,1598572800,272,249,22,1,0,0
GRZ,1598572800,686,631,48,1,0,0
GTH,1598572800,332,295,30,0,0,0
HBN,1598572800,90,86,1,0,0,0
IK,1598572800,158,149,6,0,0,0
J,1598572800,172,161,3,1,0,0
KYF,1598572800,62,56,0,0,0,0
NDH,1598572800,74,69,2,0,1,0
SHK,1598572800,78,72,3,0,0,0
SHL,1598572800,29,24,2,0,0,0
SLF,1598572800,78,74,0,0,0,0
SM,1598572800,196,178,5,1,1,0
SOK,1598572800,162,147,12,0,0,0
SOM,1598572800,53,46,1,0,0,0
SON,1598572800,312,288,22,0,0,0
UH,1598572800,93,90,3,0,0,0
WAK,1598572800,107,99,2,0,0,0
WE,1598572800,101,97,0,1,0,0
TH,1598572800,3611,3309,186,19,2,0
