Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1596758400,79,75,4,0,0,0
AP,1596758400,82,73,4,0,2,0
EA,1596758400,36,30,2,0,0,0
EF,1596758400,150,141,2,0,0,0
EIC,1596758400,162,153,9,0,0,0
G,1596758400,266,239,22,2,0,0
GRZ,1596758400,670,620,48,0,0,0
GTH,1596758400,322,289,30,2,1,0
HBN,1596758400,86,81,1,0,1,0
IK,1596758400,151,140,6,1,0,0
J,1596758400,163,160,3,0,0,0
KYF,1596758400,55,55,0,0,0,0
NDH,1596758400,68,65,2,0,0,0
SHK,1596758400,73,70,3,0,0,0
SHL,1596758400,21,19,2,0,0,0
SLF,1596758400,72,72,0,0,0,0
SM,1596758400,175,158,5,1,0,1
SOK,1596758400,156,139,12,1,0,0
SOM,1596758400,44,41,1,0,0,0
SON,1596758400,307,285,22,0,0,0
UH,1596758400,92,89,3,0,0,0
WAK,1596758400,98,89,2,0,0,0
WE,1596758400,92,87,0,0,2,0
TH,1596758400,3420,3170,183,7,6,1
