Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1603670400,225,130,4,0,2,0
AP,1603670400,199,163,6,0,6,0
EA,1603670400,52,44,4,1,0,0
EF,1603670400,424,280,3,4,4,0
EIC,1603670400,340,237,13,3,21,0
G,1603670400,397,306,22,4,2,0
GRZ,1603670400,766,682,48,2,7,0
GTH,1603670400,463,378,31,6,9,0
HBN,1603670400,141,101,1,3,1,0
IK,1603670400,277,233,7,2,5,0
J,1603670400,324,263,4,0,6,0
KYF,1603670400,87,73,0,2,0,0
NDH,1603670400,110,79,2,4,2,0
SHK,1603670400,236,144,4,1,6,0
SHL,1603670400,50,39,2,0,2,0
SLF,1603670400,143,118,0,3,2,0
SM,1603670400,346,226,7,4,2,0
SOK,1603670400,262,213,12,8,4,0
SOM,1603670400,182,115,2,4,6,0
SON,1603670400,339,305,25,0,1,0
UH,1603670400,217,137,4,0,13,0
WAK,1603670400,190,157,2,22,3,0
WE,1603670400,166,145,0,0,0,0
TH,1603670400,5936,4568,203,73,104,0
