Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1604275200,337,172,4,2,9,0
AP,1604275200,274,190,6,4,9,0
EA,1604275200,70,48,4,1,2,0
EF,1604275200,603,360,4,3,19,0
EIC,1604275200,416,289,13,6,8,0
G,1604275200,479,335,23,27,1,1
GRZ,1604275200,820,702,48,9,4,0
GTH,1604275200,506,409,31,1,5,0
HBN,1604275200,244,127,1,35,2,0
IK,1604275200,320,259,7,4,5,0
J,1604275200,394,298,4,17,5,0
KYF,1604275200,122,81,0,0,1,0
NDH,1604275200,136,95,2,2,2,0
SHK,1604275200,306,192,4,4,6,0
SHL,1604275200,69,42,2,2,2,0
SLF,1604275200,184,141,0,8,3,0
SM,1604275200,467,292,11,5,16,0
SOK,1604275200,280,237,12,5,2,0
SOM,1604275200,215,163,2,2,12,0
SON,1604275200,388,314,26,14,1,1
UH,1604275200,263,192,4,6,9,0
WAK,1604275200,243,173,2,4,3,0
WE,1604275200,269,171,0,6,7,0
TH,1604275200,7405,5282,210,167,133,2
