Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1597795200,79,75,4,0,0,0
AP,1597795200,83,76,4,0,0,0
EA,1597795200,36,32,4,0,0,0
EF,1597795200,165,151,2,1,4,0
EIC,1597795200,163,152,10,0,0,0
G,1597795200,271,241,22,0,0,0
GRZ,1597795200,680,624,48,0,0,0
GTH,1597795200,330,291,30,3,2,0
HBN,1597795200,90,83,1,0,0,0
IK,1597795200,157,145,6,3,0,0
J,1597795200,167,160,3,2,0,0
KYF,1597795200,56,55,0,0,0,0
NDH,1597795200,73,67,2,1,1,0
SHK,1597795200,75,70,3,0,0,0
SHL,1597795200,26,19,2,0,0,0
SLF,1597795200,75,72,0,0,0,0
SM,1597795200,189,166,5,3,0,0
SOK,1597795200,159,144,12,0,0,0
SOM,1597795200,47,43,1,0,0,0
SON,1597795200,311,287,22,0,0,0
UH,1597795200,93,89,3,1,0,0
WAK,1597795200,101,97,2,0,0,0
WE,1597795200,97,92,0,0,0,0
TH,1597795200,3523,3231,186,14,7,0
