Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1637107200,9362,7493,321,93,40,2
AP,1637107200,5820,5040,88,99,40,3
EA,1637107200,0,0,0,0,0,0
EF,1637107200,14075,11848,290,209,194,0
EIC,1637107200,8331,7381,259,111,56,3
G,1637107200,7747,6790,230,149,62,4
GRZ,1637107200,10167,8382,248,76,47,2
GTH,1637107200,12780,11435,216,110,105,1
HBN,1637107200,7288,6091,276,93,51,9
IK,1637107200,9311,8396,246,134,104,1
J,1637107200,6239,5093,94,56,31,0
KYF,1637107200,5644,4792,153,109,52,0
NDH,1637107200,3969,3545,71,58,27,0
SHK,1637107200,6693,5401,152,129,32,0
SHL,1637107200,2898,2463,122,43,19,0
SLF,1637107200,8735,7769,321,95,41,1
SM,1637107200,13382,11891,413,35,75,5
SOK,1637107200,8544,6913,201,256,26,3
SOM,1637107200,5440,4586,147,34,20,0
SON,1637107200,6218,4551,181,23,30,3
UH,1637107200,9177,7424,279,100,73,1
WAK,1637107200,13959,11893,336,197,90,0
WE,1637107200,4077,3111,111,50,24,0
TH,1637107200,179856,152288,4755,2259,1239,38
