Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1607990400,1846,974,21,60,28,1
AP,1607990400,716,599,8,8,13,0
EA,1607990400,245,164,5,15,8,0
EF,1607990400,2091,1610,44,46,23,2
EIC,1607990400,1373,968,28,47,28,3
G,1607990400,1415,907,49,24,29,1
GRZ,1607990400,1774,1328,58,22,21,2
GTH,1607990400,1238,941,43,32,18,0
HBN,1607990400,1757,882,28,50,20,2
IK,1607990400,1340,924,18,54,21,0
J,1607990400,1195,866,16,32,18,1
KYF,1607990400,820,538,18,23,19,2
NDH,1607990400,559,447,10,11,17,0
SHK,1607990400,932,647,17,13,16,0
SHL,1607990400,410,192,10,17,6,2
SLF,1607990400,1358,841,28,0,43,0
SM,1607990400,1750,1280,40,57,34,3
SOK,1607990400,1325,831,19,18,45,1
SOM,1607990400,824,645,19,22,18,2
SON,1607990400,1384,956,48,37,65,1
UH,1607990400,1541,912,27,108,26,0
WAK,1607990400,1222,678,6,89,54,0
WE,1607990400,619,490,3,13,11,1
TH,1607990400,27734,18620,563,798,581,24
