Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1604707200,438,224,4,14,6,0
AP,1604707200,356,226,6,20,5,0
EA,1604707200,80,58,4,0,1,0
EF,1604707200,784,502,8,27,32,0
EIC,1604707200,548,343,14,27,6,0
G,1604707200,548,375,24,8,2,0
GRZ,1604707200,880,735,48,0,8,0
GTH,1604707200,546,439,31,4,2,0
HBN,1604707200,344,151,1,28,4,0
IK,1604707200,355,281,7,9,3,0
J,1604707200,442,348,4,0,9,0
KYF,1604707200,180,96,1,13,3,0
NDH,1604707200,173,120,2,0,2,0
SHK,1604707200,355,243,4,11,3,0
SHL,1604707200,86,56,2,2,1,0
SLF,1604707200,260,157,0,16,3,0
SM,1604707200,560,375,11,10,10,0
SOK,1604707200,320,260,12,0,1,0
SOM,1604707200,242,197,2,3,3,0
SON,1604707200,425,347,26,7,8,0
UH,1604707200,327,226,5,10,3,1
WAK,1604707200,256,207,3,0,3,0
WE,1604707200,326,216,0,2,14,0
TH,1604707200,8831,6182,219,211,132,1
