Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1595980800,79,75,4,0,0,0
AP,1595980800,77,71,4,0,0,0
EA,1595980800,34,28,2,0,0,0
EF,1595980800,142,138,2,0,0,0
EIC,1595980800,162,153,9,0,0,0
G,1595980800,262,237,22,0,0,0
GRZ,1595980800,668,620,48,0,0,0
GTH,1595980800,319,288,30,0,0,0
HBN,1595980800,84,76,1,0,1,0
IK,1595980800,144,136,6,0,0,0
J,1595980800,163,160,3,0,0,0
KYF,1595980800,55,52,0,0,0,0
NDH,1595980800,67,65,2,0,1,0
SHK,1595980800,73,70,3,0,0,0
SHL,1595980800,21,19,2,0,0,0
SLF,1595980800,72,72,0,0,0,0
SM,1595980800,163,155,4,1,1,0
SOK,1595980800,151,138,12,1,0,0
SOM,1595980800,42,40,1,0,0,0
SON,1595980800,306,284,22,0,0,0
UH,1595980800,92,89,3,0,0,0
WAK,1595980800,92,86,2,0,0,0
WE,1595980800,90,76,0,1,0,0
TH,1595980800,3358,3128,182,3,3,0
