Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1592092800,75,69,3,0,0,0
AP,1592092800,74,70,4,0,1,0
EA,1592092800,30,27,2,0,0,0
EF,1592092800,138,136,2,0,0,0
EIC,1592092800,158,145,9,0,0,0
G,1592092800,253,216,19,0,1,0
GRZ,1592092800,655,573,46,1,1,0
GTH,1592092800,307,267,30,0,0,0
HBN,1592092800,62,43,1,1,1,0
IK,1592092800,135,129,6,0,0,0
J,1592092800,161,156,3,0,0,0
KYF,1592092800,48,45,0,0,0,0
NDH,1592092800,65,59,2,0,0,0
SHK,1592092800,73,66,3,0,0,0
SHL,1592092800,20,17,2,0,0,0
SLF,1592092800,71,71,0,0,0,0
SM,1592092800,145,129,4,0,0,0
SOK,1592092800,149,134,12,0,0,0
SOM,1592092800,37,36,1,0,0,0
SON,1592092800,279,231,20,0,0,0
UH,1592092800,89,79,3,0,0,0
WAK,1592092800,78,72,2,0,0,0
WE,1592092800,69,68,0,0,0,0
TH,1592092800,3171,2838,174,2,4,0
