Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1591920000,75,69,3,0,0,0
AP,1591920000,74,69,4,0,0,0
EA,1591920000,30,27,2,0,0,0
EF,1591920000,138,136,2,0,0,0
EIC,1591920000,158,145,9,0,1,0
G,1591920000,253,214,19,0,4,0
GRZ,1591920000,648,572,46,2,0,0
GTH,1591920000,307,266,30,0,1,0
HBN,1591920000,58,41,1,0,0,0
IK,1591920000,135,129,6,0,0,0
J,1591920000,161,156,3,1,0,0
KYF,1591920000,46,45,0,0,0,0
NDH,1591920000,65,59,2,0,0,0
SHK,1591920000,73,66,3,0,0,0
SHL,1591920000,20,17,2,0,0,0
SLF,1591920000,71,71,0,0,2,0
SM,1591920000,145,129,4,1,1,0
SOK,1591920000,149,134,12,0,1,0
SOM,1591920000,37,36,1,0,0,0
SON,1591920000,275,228,20,7,-1,3
UH,1591920000,89,78,3,0,2,0
WAK,1591920000,78,71,2,0,0,0
WE,1591920000,69,68,0,0,0,0
TH,1591920000,3154,2826,174,11,11,3
