Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1672012800,39873,38743,507,0,54,0
AP,1672012800,32295,31908,148,0,21,0
EA,1672012800,0,0,0,0,0,0
EF,1672012800,79495,78409,591,0,29,0
EIC,1672012800,46351,45753,374,0,26,0
G,1672012800,36412,35802,397,0,32,0
GRZ,1672012800,39119,38460,433,0,21,0
GTH,1672012800,52296,51691,375,0,18,0
HBN,1672012800,28037,27427,443,0,14,0
IK,1672012800,47943,47280,447,0,33,0
J,1672012800,46413,45660,174,0,43,0
KYF,1672012800,26610,26149,263,0,17,0
NDH,1672012800,28601,28203,110,0,30,0
SHK,1672012800,37239,36524,251,0,35,0
SHL,1672012800,12764,12503,205,0,7,0
SLF,1672012800,41615,40868,589,0,9,0
SM,1672012800,56135,55184,743,0,39,0
SOK,1672012800,34193,33601,347,0,27,0
SOM,1672012800,27386,26999,261,0,6,0
SON,1672012800,24329,23817,302,0,9,0
UH,1672012800,43542,42978,433,0,23,0
WAK,1672012800,63691,62938,466,0,46,0
WE,1672012800,27192,26918,187,0,19,0
TH,1672012800,871531,857815,8046,0,558,0
