Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1591315200,71,61,3,0,0,0
AP,1591315200,73,69,4,0,0,0
EA,1591315200,28,26,2,0,0,0
EF,1591315200,138,134,2,0,1,0
EIC,1591315200,158,143,9,1,0,0
G,1591315200,251,200,19,4,2,1
GRZ,1591315200,625,555,46,0,3,0
GTH,1591315200,301,254,30,2,4,0
HBN,1591315200,56,35,1,1,3,0
IK,1591315200,135,125,6,0,0,0
J,1591315200,160,156,3,0,1,0
KYF,1591315200,45,45,0,0,0,0
NDH,1591315200,64,59,2,2,0,0
SHK,1591315200,72,64,3,0,0,0
SHL,1591315200,19,13,2,0,1,0
SLF,1591315200,71,67,0,0,0,0
SM,1591315200,139,118,3,1,0,0
SOK,1591315200,149,131,12,0,0,0
SOM,1591315200,37,36,1,0,0,0
SON,1591315200,248,200,17,3,2,1
UH,1591315200,83,75,3,1,1,-1
WAK,1591315200,75,65,2,0,0,0
WE,1591315200,68,68,0,0,0,0
TH,1591315200,3066,2699,170,15,18,1
