Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1597449600,79,75,4,0,0,0
AP,1597449600,83,73,4,0,0,0
EA,1597449600,36,31,4,0,0,0
EF,1597449600,160,144,2,0,0,0
EIC,1597449600,163,152,10,0,0,0
G,1597449600,271,240,22,0,0,0
GRZ,1597449600,679,621,48,1,1,0
GTH,1597449600,326,289,30,0,0,0
HBN,1597449600,89,82,1,0,0,0
IK,1597449600,154,142,6,0,0,0
J,1597449600,165,160,3,0,0,0
KYF,1597449600,56,55,0,0,0,0
NDH,1597449600,72,65,2,0,0,0
SHK,1597449600,75,70,3,0,0,0
SHL,1597449600,25,19,2,2,0,0
SLF,1597449600,73,72,0,0,0,0
SM,1597449600,183,164,5,1,0,0
SOK,1597449600,159,142,12,0,1,0
SOM,1597449600,47,41,1,0,0,0
SON,1597449600,311,287,22,0,0,0
UH,1597449600,92,89,3,0,0,0
WAK,1597449600,101,96,2,0,0,0
WE,1597449600,97,91,0,0,0,0
TH,1597449600,3496,3200,186,4,2,0
