Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1600560000,105,95,4,0,0,0
AP,1600560000,133,94,5,1,0,0
EA,1600560000,42,34,4,0,0,0
EF,1600560000,212,179,2,0,2,0
EIC,1600560000,173,160,11,0,0,0
G,1600560000,279,253,22,0,0,0
GRZ,1600560000,691,641,48,0,0,0
GTH,1600560000,358,315,30,1,1,0
HBN,1600560000,94,91,1,0,0,0
IK,1600560000,209,162,7,0,0,0
J,1600560000,197,183,3,0,0,0
KYF,1600560000,64,62,0,0,0,0
NDH,1600560000,75,72,2,0,0,0
SHK,1600560000,95,87,3,3,1,0
SHL,1600560000,33,29,2,0,0,0
SLF,1600560000,84,79,0,0,0,0
SM,1600560000,198,190,5,0,0,0
SOK,1600560000,173,156,12,0,1,0
SOM,1600560000,60,56,1,0,1,0
SON,1600560000,321,292,22,0,0,0
UH,1600560000,102,97,3,0,1,0
WAK,1600560000,119,107,2,0,0,0
WE,1600560000,121,110,0,0,1,0
TH,1600560000,3938,3544,189,5,8,0
