Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1635811200,8289,7093,304,115,13,2
AP,1635811200,4913,4474,81,51,21,0
EA,1635811200,0,0,0,0,0,0
EF,1635811200,11567,10222,285,145,50,3
EIC,1635811200,7410,6707,253,79,47,1
G,1635811200,6824,6226,213,56,37,1
GRZ,1635811200,9035,8026,241,67,38,0
GTH,1635811200,10763,9938,211,142,98,0
HBN,1635811200,6216,5649,257,66,20,0
IK,1635811200,7984,7179,228,79,54,1
J,1635811200,5397,4757,85,75,14,1
KYF,1635811200,4738,4238,149,39,59,1
NDH,1635811200,3446,3177,71,36,16,0
SHK,1635811200,5706,5008,146,48,11,4
SHL,1635811200,2516,2293,116,30,13,0
SLF,1635811200,7780,7196,306,75,22,0
SM,1635811200,11801,10792,391,120,60,3
SOK,1635811200,7359,6561,189,67,15,0
SOM,1635811200,4869,4358,138,55,15,0
SON,1635811200,5032,4317,167,53,3,0
UH,1635811200,7921,6911,271,58,18,0
WAK,1635811200,12256,11023,331,188,40,2
WE,1635811200,3453,2777,108,38,13,0
TH,1635811200,155275,138922,4541,1682,677,19
