Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1596499200,79,75,4,0,0,0
AP,1596499200,78,71,4,0,0,0
EA,1596499200,36,29,2,1,0,0
EF,1596499200,143,138,2,0,0,0
EIC,1596499200,162,153,9,0,0,0
G,1596499200,264,239,22,0,1,0
GRZ,1596499200,669,620,48,0,0,0
GTH,1596499200,319,288,30,0,0,0
HBN,1596499200,84,80,1,0,1,0
IK,1596499200,149,140,6,0,0,0
J,1596499200,163,160,3,0,0,0
KYF,1596499200,55,53,0,0,0,0
NDH,1596499200,67,65,2,0,0,0
SHK,1596499200,73,70,3,0,0,0
SHL,1596499200,21,19,2,0,0,0
SLF,1596499200,72,72,0,0,0,0
SM,1596499200,172,158,4,2,0,0
SOK,1596499200,153,138,12,1,0,0
SOM,1596499200,43,41,1,0,0,0
SON,1596499200,307,284,22,0,0,0
UH,1596499200,92,89,3,0,0,0
WAK,1596499200,98,87,2,1,0,0
WE,1596499200,91,81,0,0,1,0
TH,1596499200,3390,3150,182,5,3,0
