Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1611187200,4110,2718,92,52,111,8
AP,1611187200,1758,1368,23,31,28,0
EA,1611187200,844,673,27,14,31,0
EF,1611187200,4014,3380,110,47,69,3
EIC,1611187200,3179,2648,97,141,58,1
G,1611187200,2631,2283,103,5,74,1
GRZ,1611187200,3104,2629,97,41,37,1
GTH,1611187200,3135,2449,109,37,56,0
HBN,1611187200,3109,2524,113,31,38,7
IK,1611187200,2790,2382,94,21,30,1
J,1611187200,2411,1942,30,12,49,0
KYF,1611187200,1661,1318,54,43,19,4
NDH,1611187200,1338,1105,36,34,29,0
SHK,1611187200,2313,1785,55,37,59,0
SHL,1611187200,1030,874,50,10,28,1
SLF,1611187200,3742,3009,137,66,45,10
SM,1611187200,4216,3428,145,60,55,2
SOK,1611187200,2907,2346,62,44,33,0
SOM,1611187200,1706,1448,54,10,29,0
SON,1611187200,2415,2085,104,9,32,4
UH,1611187200,3680,2667,125,71,107,0
WAK,1611187200,3117,2485,98,39,59,18
WE,1611187200,1407,1175,58,18,22,4
TH,1611187200,60617,48721,1873,873,1098,65
