Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1630195200,7014,6650,293,0,4,0
AP,1630195200,4160,4045,78,0,1,0
EA,1630195200,1988,1898,78,-1,-1,0
EF,1630195200,8796,8448,273,0,13,0
EIC,1630195200,6292,6028,250,0,0,0
G,1630195200,5802,5564,205,0,9,0
GRZ,1630195200,7914,7659,240,0,0,0
GTH,1630195200,8765,8527,205,0,1,0
HBN,1630195200,5459,5187,250,0,3,0
IK,1630195200,6581,6333,218,1,3,0
J,1630195200,4399,4266,84,0,5,0
KYF,1630195200,3702,3545,145,1,1,0
NDH,1630195200,2984,2890,70,0,4,0
SHK,1630195200,4791,4636,131,0,0,0
SHL,1630195200,2197,2077,113,0,2,0
SLF,1630195200,6816,6509,289,0,0,0
SM,1630195200,10125,9724,371,0,5,0
SOK,1630195200,6534,6320,184,0,2,0
SOM,1630195200,4201,4037,136,0,1,0
SON,1630195200,4295,4099,164,0,0,0
UH,1630195200,6439,6171,264,1,0,0
WAK,1630195200,8432,8095,250,3,5,0
WE,1630195200,2655,2524,104,0,0,0
TH,1630195200,130341,125232,4395,5,58,0
