Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1592438400,75,69,4,0,0,0
AP,1592438400,74,70,4,0,0,0
EA,1592438400,29,26,2,8,7,1
EF,1592438400,139,136,2,0,0,0
EIC,1592438400,159,148,9,0,2,0
G,1592438400,254,226,19,0,6,0
GRZ,1592438400,664,579,48,2,4,0
GTH,1592438400,309,276,30,0,7,0
HBN,1592438400,67,51,1,2,1,0
IK,1592438400,135,129,6,0,0,0
J,1592438400,161,157,3,0,1,0
KYF,1592438400,50,45,0,0,0,0
NDH,1592438400,65,60,2,0,0,0
SHK,1592438400,73,69,3,0,0,0
SHL,1592438400,20,17,2,0,0,0
SLF,1592438400,71,71,0,0,0,0
SM,1592438400,146,132,4,0,1,0
SOK,1592438400,149,136,12,0,0,0
SOM,1592438400,37,36,1,0,0,0
SON,1592438400,287,243,21,2,6,0
UH,1592438400,91,83,3,1,2,0
WAK,1592438400,81,74,2,1,1,0
WE,1592438400,69,68,0,0,0,0
TH,1592438400,3205,2901,178,16,38,1
