Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1600732800,106,100,4,1,0,0
AP,1600732800,136,99,5,1,3,0
EA,1600732800,42,35,4,0,1,0
EF,1600732800,217,183,2,2,1,0
EIC,1600732800,175,161,11,1,1,0
G,1600732800,280,253,22,0,0,0
GRZ,1600732800,692,641,48,0,0,0
GTH,1600732800,360,317,30,1,1,0
HBN,1600732800,94,91,1,0,0,0
IK,1600732800,210,165,7,0,2,0
J,1600732800,197,187,3,0,1,0
KYF,1600732800,64,62,0,0,0,0
NDH,1600732800,75,73,2,0,1,0
SHK,1600732800,97,88,3,0,0,0
SHL,1600732800,33,29,2,0,0,0
SLF,1600732800,85,80,0,0,1,0
SM,1600732800,198,191,5,0,1,0
SOK,1600732800,175,157,12,0,0,0
SOM,1600732800,61,59,1,0,3,0
SON,1600732800,321,296,22,0,2,0
UH,1600732800,105,98,3,0,1,0
WAK,1600732800,120,110,2,0,1,0
WE,1600732800,122,113,0,1,3,0
TH,1600732800,3965,3588,189,7,23,0
