Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1593993600,76,71,4,0,0,0
AP,1593993600,74,70,4,0,0,0
EA,1593993600,30,28,2,0,0,0
EF,1593993600,140,137,2,0,0,0
EIC,1593993600,161,150,9,0,0,0
G,1593993600,259,235,21,2,2,0
GRZ,1593993600,668,615,48,0,1,0
GTH,1593993600,315,281,30,0,0,0
HBN,1593993600,77,63,1,0,0,0
IK,1593993600,136,130,6,0,0,0
J,1593993600,161,158,3,0,0,0
KYF,1593993600,52,52,0,0,0,0
NDH,1593993600,66,64,2,0,0,0
SHK,1593993600,73,69,3,0,0,0
SHL,1593993600,21,18,2,0,0,0
SLF,1593993600,72,71,0,0,0,0
SM,1593993600,156,145,4,3,0,0
SOK,1593993600,150,138,12,0,0,0
SOM,1593993600,38,36,1,0,0,0
SON,1593993600,304,275,22,0,1,0
UH,1593993600,92,89,3,0,0,0
WAK,1593993600,87,84,2,0,0,0
WE,1593993600,69,69,0,0,0,0
TH,1593993600,3277,3048,181,5,4,0
