Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1604188800,335,163,4,0,10,0
AP,1604188800,270,181,6,6,2,0
EA,1604188800,69,46,4,0,0,0
EF,1604188800,600,341,4,5,18,0
EIC,1604188800,410,281,13,8,8,0
G,1604188800,452,334,22,0,8,0
GRZ,1604188800,811,698,48,8,2,0
GTH,1604188800,505,404,31,3,6,0
HBN,1604188800,209,125,1,1,4,0
IK,1604188800,316,254,7,5,6,0
J,1604188800,377,293,4,0,5,0
KYF,1604188800,122,80,0,8,3,0
NDH,1604188800,134,93,2,1,3,0
SHK,1604188800,302,186,4,3,9,0
SHL,1604188800,67,40,2,0,1,0
SLF,1604188800,176,138,0,5,2,0
SM,1604188800,462,276,11,2,9,0
SOK,1604188800,275,235,12,0,5,0
SOM,1604188800,213,151,2,0,5,0
SON,1604188800,374,313,25,4,1,0
UH,1604188800,257,183,4,0,4,0
WAK,1604188800,239,170,2,0,2,0
WE,1604188800,263,164,0,8,6,0
TH,1604188800,7238,5149,208,67,119,0
