Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1602806400,138,111,4,6,0,0
AP,1602806400,164,147,6,1,1,0
EA,1602806400,49,40,4,1,0,0
EF,1602806400,292,241,3,12,2,1
EIC,1602806400,259,167,11,1,0,0
G,1602806400,343,269,22,3,1,0
GRZ,1602806400,725,655,48,3,0,0
GTH,1602806400,405,338,30,5,1,0
HBN,1602806400,100,95,1,0,0,0
IK,1602806400,244,210,7,6,0,0
J,1602806400,256,234,4,1,2,0
KYF,1602806400,76,68,0,3,1,0
NDH,1602806400,82,74,2,3,0,0
SHK,1602806400,148,109,3,8,3,0
SHL,1602806400,39,31,2,0,0,0
SLF,1602806400,119,106,0,2,2,0
SM,1602806400,252,201,7,12,0,0
SOK,1602806400,228,193,12,4,8,0
SOM,1602806400,106,73,2,5,2,1
SON,1602806400,329,299,25,3,0,0
UH,1602806400,136,116,3,1,0,0
WAK,1602806400,159,137,2,2,0,0
WE,1602806400,144,142,0,0,3,0
TH,1602806400,4793,4056,198,82,26,2
