Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1599696000,99,91,4,0,10,0
AP,1599696000,95,83,4,2,1,0
EA,1599696000,38,34,4,0,1,0
EF,1599696000,186,173,2,5,2,0
EIC,1599696000,171,160,11,0,0,0
G,1599696000,274,250,22,0,0,0
GRZ,1599696000,689,638,48,0,0,0
GTH,1599696000,343,308,30,2,1,0
HBN,1599696000,93,88,1,1,0,0
IK,1599696000,171,153,7,0,1,0
J,1599696000,187,174,3,6,1,0
KYF,1599696000,62,62,0,0,0,0
NDH,1599696000,74,72,2,0,0,0
SHK,1599696000,90,76,3,0,1,0
SHL,1599696000,31,27,2,0,0,0
SLF,1599696000,80,78,0,1,0,0
SM,1599696000,196,188,5,0,0,0
SOK,1599696000,169,150,12,1,0,0
SOM,1599696000,57,51,1,1,0,0
SON,1599696000,317,290,22,2,1,0
UH,1599696000,101,91,3,0,1,0
WAK,1599696000,112,106,2,1,0,0
WE,1599696000,110,103,0,1,1,0
TH,1599696000,3745,3446,188,23,21,0
