Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1593561600,76,71,4,0,0,0
AP,1593561600,74,70,4,0,0,0
EA,1593561600,30,28,2,0,0,0
EF,1593561600,139,137,2,0,0,0
EIC,1593561600,159,149,9,0,0,0
G,1593561600,257,232,21,1,1,0
GRZ,1593561600,669,611,48,2,1,0
GTH,1593561600,312,281,30,0,0,0
HBN,1593561600,72,62,1,0,1,0
IK,1593561600,136,130,6,0,0,0
J,1593561600,161,158,3,0,0,0
KYF,1593561600,52,50,0,0,0,0
NDH,1593561600,66,62,2,0,0,0
SHK,1593561600,73,69,3,0,0,0
SHL,1593561600,20,18,2,1,1,0
SLF,1593561600,72,71,0,0,0,0
SM,1593561600,152,142,4,1,0,0
SOK,1593561600,150,137,12,0,0,0
SOM,1593561600,38,36,1,1,0,0
SON,1593561600,304,271,22,0,2,0
UH,1593561600,91,88,3,0,0,0
WAK,1593561600,87,84,2,0,0,0
WE,1593561600,69,69,0,0,0,0
TH,1593561600,3259,3026,181,6,6,0
