Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1592697600,75,70,4,0,1,0
AP,1592697600,74,70,4,0,0,0
EA,1592697600,30,26,2,0,0,0
EF,1592697600,139,136,2,0,0,0
EIC,1592697600,159,148,9,0,0,0
G,1592697600,254,230,19,0,3,0
GRZ,1592697600,664,585,48,0,2,0
GTH,1592697600,310,276,30,0,0,0
HBN,1592697600,69,53,1,0,0,0
IK,1592697600,135,129,6,0,0,0
J,1592697600,161,157,3,0,0,0
KYF,1592697600,50,45,0,0,0,0
NDH,1592697600,66,61,2,0,1,0
SHK,1592697600,73,69,3,0,0,0
SHL,1592697600,20,18,2,0,0,0
SLF,1592697600,71,71,0,0,0,0
SM,1592697600,147,137,4,0,2,0
SOK,1592697600,149,136,12,0,0,0
SOM,1592697600,37,36,1,0,0,0
SON,1592697600,295,248,21,7,1,0
UH,1592697600,91,84,3,0,0,0
WAK,1592697600,83,75,2,0,1,0
WE,1592697600,69,69,0,0,0,0
TH,1592697600,3221,2929,178,7,11,0
