Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1600214400,105,94,4,0,0,0
AP,1600214400,127,88,5,10,2,0
EA,1600214400,41,34,4,0,0,0
EF,1600214400,197,176,2,3,1,0
EIC,1600214400,171,160,11,0,0,0
G,1600214400,278,253,22,0,1,0
GRZ,1600214400,690,640,48,0,0,0
GTH,1600214400,352,309,30,2,1,0
HBN,1600214400,94,90,1,1,1,0
IK,1600214400,189,159,7,9,4,0
J,1600214400,193,181,3,0,2,0
KYF,1600214400,63,62,0,0,0,0
NDH,1600214400,75,72,2,0,0,0
SHK,1600214400,92,84,3,0,5,0
SHL,1600214400,33,28,2,0,1,0
SLF,1600214400,82,79,0,1,1,0
SM,1600214400,197,190,5,0,0,0
SOK,1600214400,170,155,12,0,3,0
SOM,1600214400,59,54,1,0,0,0
SON,1600214400,321,291,22,3,0,0
UH,1600214400,102,95,3,0,1,0
WAK,1600214400,114,107,2,1,0,0
WE,1600214400,120,107,0,1,0,0
TH,1600214400,3865,3508,189,31,23,0
