Region,Datum,SummeFall,SummeGenesen,SummeTodesfall,AnzahlFall,AnzahlGenesen,AnzahlTodesfall
ABG,1602720000,132,111,4,3,1,0
AP,1602720000,163,146,6,2,0,0
EA,1602720000,48,40,4,3,0,0
EF,1602720000,280,239,2,4,4,0
EIC,1602720000,258,167,11,10,0,0
G,1602720000,340,268,22,5,3,0
GRZ,1602720000,722,655,48,3,2,0
GTH,1602720000,400,337,30,5,1,0
HBN,1602720000,100,95,1,2,0,0
IK,1602720000,238,210,7,5,1,0
J,1602720000,255,232,4,1,5,0
KYF,1602720000,73,67,0,0,1,0
NDH,1602720000,79,74,2,0,0,0
SHK,1602720000,140,106,3,7,3,0
SHL,1602720000,39,31,2,0,0,0
SLF,1602720000,117,104,0,1,2,0
SM,1602720000,240,201,7,4,4,0
SOK,1602720000,224,185,12,4,1,0
SOM,1602720000,101,71,1,7,2,0
SON,1602720000,326,299,25,2,0,0
UH,1602720000,135,116,3,5,0,0
WAK,1602720000,157,137,2,2,1,0
WE,1602720000,144,139,0,0,0,0
TH,1602720000,4711,4030,196,75,31,0
